InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,MonthName,Day,Weekday,Week,Date
538244,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2025-02-07 09:28:05,4.59,17831,United Kingdom,100.98,2025,2,Feb 2025,7,Friday,6,2025-02-07
537083,85099B,JUMBO BAG RED RETROSPOT,24,2024-03-04 07:11:02,2.16,13583,Germany,51.84,2024,3,Mar 2024,4,Monday,10,2024-03-04
541619,20725,LUNCH BAG RED RETROSPOT,24,2025-06-30 04:05:49,1.6,13172,United Kingdom,38.4,2025,6,Jun 2025,30,Monday,27,2025-06-30
543706,23355,HOT WATER BOTTLE KEEP CALM,14,2025-08-26 14:18:01,4.34,16081,United Kingdom,60.76,2025,8,Aug 2025,26,Tuesday,35,2025-08-26
536975,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2024-07-14 21:13:42,4.09,17004,France,73.62,2024,7,Jul 2024,14,Sunday,28,2024-07-14
537319,22748,POPPY'S PLAYHOUSE KITCHEN,20,2024-05-30 11:42:18,2.15,14139,United Kingdom,43.0,2024,5,May 2024,30,Thursday,22,2024-05-30
539537,84978,HANGING HEART JAR T-LIGHT HOLDER,3,2025-09-15 06:51:48,1.5,14684,United Kingdom,4.5,2025,9,Sep 2025,15,Monday,38,2025-09-15
540575,22961,JAM MAKING SET PRINTED,1,2024-03-17 00:28:37,1.53,14896,United Kingdom,1.53,2024,3,Mar 2024,17,Sunday,11,2024-03-17
541270,22752,SET 7 BABUSHKA NESTING BOXES,6,2025-11-22 17:59:43,8.27,16493,Sweden,49.62,2025,11,Nov 2025,22,Saturday,47,2025-11-22
543633,21931,JUMBO STORAGE BAG SUKI,11,2025-03-20 03:09:04,2.12,17966,Spain,23.32,2025,3,Mar 2025,20,Thursday,12,2025-03-20
543102,22752,SET 7 BABUSHKA NESTING BOXES,4,2025-06-17 02:34:48,7.03,17177,United Kingdom,28.12,2025,6,Jun 2025,17,Tuesday,25,2025-06-17
539679,22423,REGENCY CAKESTAND 3 TIER,11,2024-11-27 17:20:11,13.98,15787,United Kingdom,153.78,2024,11,Nov 2024,27,Wednesday,48,2024-11-27
541743,23355,HOT WATER BOTTLE KEEP CALM,4,2025-01-07 14:54:54,4.31,16710,Japan,17.24,2025,1,Jan 2025,7,Tuesday,2,2025-01-07
538380,23298,SPACEBOY LUNCH BOX,3,2024-05-11 17:45:45,1.82,16860,EIRE,5.46,2024,5,May 2024,11,Saturday,19,2024-05-11
536636,21212,PACK OF 72 RETROSPOT CAKE CASES,22,2025-10-12 12:27:46,0.5,13381,United Kingdom,11.0,2025,10,Oct 2025,12,Sunday,41,2025-10-12
538198,22699,ROSES REGENCY TEACUP AND SAUCER,2,2024-01-17 21:38:30,2.82,16686,United Kingdom,5.64,2024,1,Jan 2024,17,Wednesday,3,2024-01-17
540974,22698,PINK REGENCY TEACUP AND SAUCER,3,2025-03-31 05:48:15,3.11,18207,USA,9.33,2025,3,Mar 2025,31,Monday,14,2025-03-31
538338,22752,SET 7 BABUSHKA NESTING BOXES,17,2024-09-21 15:57:00,7.21,12480,EIRE,122.57,2024,9,Sep 2024,21,Saturday,38,2024-09-21
537229,47566,PARTY BUNTING,9,2024-03-04 04:49:49,4.9,14509,United Kingdom,44.1,2024,3,Mar 2024,4,Monday,10,2024-03-04
536681,22697,GREEN REGENCY TEACUP AND SAUCER,23,2024-12-28 10:46:08,2.87,17429,United Kingdom,66.01,2024,12,Dec 2024,28,Saturday,52,2024-12-28
541394,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,17,2024-07-22 11:40:33,3.95,16981,United Kingdom,67.15,2024,7,Jul 2024,22,Monday,30,2024-07-22
541309,22960,JAM MAKING SET WITH JARS,21,2025-06-20 22:46:46,3.92,18243,Germany,82.32,2025,6,Jun 2025,20,Friday,25,2025-06-20
537278,21931,JUMBO STORAGE BAG SUKI,22,2024-12-27 20:02:55,2.13,12389,United Kingdom,46.86,2024,12,Dec 2024,27,Friday,52,2024-12-27
537298,47566,PARTY BUNTING,9,2024-07-20 02:31:15,5.39,12602,Denmark,48.51,2024,7,Jul 2024,20,Saturday,29,2024-07-20
542232,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2024-03-03 21:11:41,4.25,17177,United Kingdom,51.0,2024,3,Mar 2024,3,Sunday,9,2024-03-03
539592,71053,WHITE METAL LANTERN,2,2025-08-22 08:49:32,3.31,12866,United Kingdom,6.62,2025,8,Aug 2025,22,Friday,34,2025-08-22
542144,22699,ROSES REGENCY TEACUP AND SAUCER,16,2025-04-26 02:42:29,2.87,17357,Canada,45.92,2025,4,Apr 2025,26,Saturday,17,2025-04-26
539918,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2024-11-25 06:20:18,0.6,14786,Germany,1.2,2024,11,Nov 2024,25,Monday,48,2024-11-25
538854,22423,REGENCY CAKESTAND 3 TIER,3,2025-12-05 00:24:54,12.95,17756,Germany,38.85,2025,12,Dec 2025,5,Friday,49,2025-12-05
537211,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2025-10-14 04:40:35,3.92,14058,Canada,94.08,2025,10,Oct 2025,14,Tuesday,42,2025-10-14
542707,22960,JAM MAKING SET WITH JARS,5,2024-04-18 04:32:43,3.98,17197,United Kingdom,19.9,2024,4,Apr 2024,18,Thursday,16,2024-04-18
538796,22748,POPPY'S PLAYHOUSE KITCHEN,3,2024-11-17 22:55:27,2.1,17123,United Kingdom,6.3,2024,11,Nov 2024,17,Sunday,46,2024-11-17
539322,22423,REGENCY CAKESTAND 3 TIER,15,2024-10-02 04:44:18,12.79,13763,United Kingdom,191.85,2024,10,Oct 2024,2,Wednesday,40,2024-10-02
539287,84978,HANGING HEART JAR T-LIGHT HOLDER,16,2024-06-10 05:28:12,1.31,17889,Canada,20.96,2024,6,Jun 2024,10,Monday,24,2024-06-10
537526,22699,ROSES REGENCY TEACUP AND SAUCER,2,2024-07-24 13:20:42,2.91,12419,United Kingdom,5.82,2024,7,Jul 2024,24,Wednesday,30,2024-07-24
542279,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2024-02-08 04:47:59,4.12,15186,United Kingdom,16.48,2024,2,Feb 2024,8,Thursday,6,2024-02-08
543686,22193,RED DINER WALL CLOCK,24,2024-04-14 17:25:45,7.7,16972,Netherlands,184.8,2024,4,Apr 2024,14,Sunday,15,2024-04-14
542507,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2024-02-22 14:27:06,3.85,18004,Sweden,73.15,2024,2,Feb 2024,22,Thursday,8,2024-02-22
537005,20727,LUNCH BAG BLACK SKULL,3,2025-03-19 03:56:56,1.58,13070,Germany,4.74,2025,3,Mar 2025,19,Wednesday,12,2025-03-19
542595,22745,POPPY'S PLAYHOUSE BEDROOM,21,2025-10-25 14:57:09,1.94,17802,United Kingdom,40.74,2025,10,Oct 2025,25,Saturday,43,2025-10-25
538795,22748,POPPY'S PLAYHOUSE KITCHEN,7,2024-10-15 04:29:01,1.95,15450,United Kingdom,13.65,2024,10,Oct 2024,15,Tuesday,42,2024-10-15
536394,22383,LUNCH BAG SUKI DESIGN,17,2025-06-01 03:35:15,1.71,16506,United Kingdom,29.07,2025,6,Jun 2025,1,Sunday,22,2025-06-01
543676,22632,HAND WARMER RED POLKA DOT,8,2024-02-27 15:06:35,1.78,16960,France,14.24,2024,2,Feb 2024,27,Tuesday,9,2024-02-27
541436,22150,3 STRIPEY MICE FELTCRAFT,14,2025-12-08 06:39:55,3.63,16400,United Kingdom,50.82,2025,12,Dec 2025,8,Monday,50,2025-12-08
538435,22632,HAND WARMER RED POLKA DOT,10,2025-12-08 23:18:23,1.86,14546,Spain,18.6,2025,12,Dec 2025,8,Monday,50,2025-12-08
541669,22752,SET 7 BABUSHKA NESTING BOXES,2,2025-11-08 17:55:44,7.61,12606,United Kingdom,15.22,2025,11,Nov 2025,8,Saturday,45,2025-11-08
542509,23298,SPACEBOY LUNCH BOX,17,2024-09-13 08:37:22,1.94,17282,Switzerland,32.98,2024,9,Sep 2024,13,Friday,37,2024-09-13
541694,84978,HANGING HEART JAR T-LIGHT HOLDER,9,2025-04-26 19:54:55,1.55,14355,United Kingdom,13.95,2025,4,Apr 2025,26,Saturday,17,2025-04-26
540733,22745,POPPY'S PLAYHOUSE BEDROOM,5,2024-03-22 03:51:25,2.14,12481,Sweden,10.7,2024,3,Mar 2024,22,Friday,12,2024-03-22
538956,22632,HAND WARMER RED POLKA DOT,20,2025-12-03 00:44:56,1.85,15567,Australia,37.0,2025,12,Dec 2025,3,Wednesday,49,2025-12-03
541496,22632,HAND WARMER RED POLKA DOT,12,2024-01-28 06:55:28,1.92,14179,United Kingdom,23.04,2024,1,Jan 2024,28,Sunday,4,2024-01-28
540048,21770,TOADSTOOL LED NIGHT LIGHT,4,2025-09-05 14:16:29,4.33,16891,United Kingdom,17.32,2025,9,Sep 2025,5,Friday,36,2025-09-05
542660,20728,LUNCH BAG CARS BLUE,10,2025-01-19 02:39:17,1.68,16223,EIRE,16.8,2025,1,Jan 2025,19,Sunday,3,2025-01-19
542529,22752,SET 7 BABUSHKA NESTING BOXES,6,2025-05-17 18:27:07,7.56,13750,Belgium,45.36,2025,5,May 2025,17,Saturday,20,2025-05-17
541561,20725,LUNCH BAG RED RETROSPOT,7,2025-04-09 07:42:00,1.68,16276,United Kingdom,11.76,2025,4,Apr 2025,9,Wednesday,15,2025-04-09
542719,22960,JAM MAKING SET WITH JARS,17,2024-11-08 17:27:00,3.93,13271,Spain,66.81,2024,11,Nov 2024,8,Friday,45,2024-11-08
538058,23203,JUMBO BAG DOILEY PATTERNS,12,2025-08-15 07:10:50,2.02,16681,Italy,24.24,2025,8,Aug 2025,15,Friday,33,2025-08-15
538264,20728,LUNCH BAG CARS BLUE,23,2025-02-13 19:28:31,1.6,17708,United Kingdom,36.8,2025,2,Feb 2025,13,Thursday,7,2025-02-13
537794,22193,RED DINER WALL CLOCK,5,2024-11-23 01:49:53,9.24,16244,Japan,46.2,2024,11,Nov 2024,23,Saturday,47,2024-11-23
539298,22752,SET 7 BABUSHKA NESTING BOXES,17,2025-07-18 11:58:58,8.01,13905,Spain,136.17,2025,7,Jul 2025,18,Friday,29,2025-07-18
543039,85099B,JUMBO BAG RED RETROSPOT,19,2024-01-12 01:28:34,2.02,13502,United Kingdom,38.38,2024,1,Jan 2024,12,Friday,2,2024-01-12
541586,22383,LUNCH BAG SUKI DESIGN,15,2024-02-19 16:46:23,1.75,12986,Singapore,26.25,2024,2,Feb 2024,19,Monday,8,2024-02-19
539452,22961,JAM MAKING SET PRINTED,17,2024-03-05 16:15:49,1.46,13333,Norway,24.82,2024,3,Mar 2024,5,Tuesday,10,2024-03-05
537487,22383,LUNCH BAG SUKI DESIGN,14,2025-05-17 01:11:01,1.5,18207,Italy,21.0,2025,5,May 2025,17,Saturday,20,2025-05-17
537314,22632,HAND WARMER RED POLKA DOT,15,2025-11-10 16:52:34,1.75,16424,Spain,26.25,2025,11,Nov 2025,10,Monday,46,2025-11-10
542211,71053,WHITE METAL LANTERN,3,2024-09-26 05:24:30,3.7,18194,Belgium,11.1,2024,9,Sep 2024,26,Thursday,39,2024-09-26
537452,21212,PACK OF 72 RETROSPOT CAKE CASES,18,2024-01-29 12:54:07,0.57,14251,Italy,10.26,2024,1,Jan 2024,29,Monday,5,2024-01-29
542439,22961,JAM MAKING SET PRINTED,7,2025-01-23 16:16:19,1.36,16333,United Kingdom,9.52,2025,1,Jan 2025,23,Thursday,4,2025-01-23
541501,22961,JAM MAKING SET PRINTED,23,2025-01-19 01:26:33,1.33,17200,France,30.59,2025,1,Jan 2025,19,Sunday,3,2025-01-19
543325,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2025-10-22 07:45:03,4.03,14863,United Kingdom,36.27,2025,10,Oct 2025,22,Wednesday,43,2025-10-22
541079,85099B,JUMBO BAG RED RETROSPOT,9,2025-03-07 03:21:20,2.05,14760,Belgium,18.45,2025,3,Mar 2025,7,Friday,10,2025-03-07
538418,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2024-02-04 06:21:30,0.6,14137,Canada,4.8,2024,2,Feb 2024,4,Sunday,5,2024-02-04
539885,84978,HANGING HEART JAR T-LIGHT HOLDER,15,2024-12-31 12:07:51,1.51,13069,United Kingdom,22.65,2024,12,Dec 2024,31,Tuesday,1,2024-12-31
543303,84978,HANGING HEART JAR T-LIGHT HOLDER,10,2024-04-29 15:35:41,1.57,16898,Germany,15.7,2024,4,Apr 2024,29,Monday,18,2024-04-29
537114,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2024-10-24 11:37:32,3.94,16886,Germany,31.52,2024,10,Oct 2024,24,Thursday,43,2024-10-24
537754,22752,SET 7 BABUSHKA NESTING BOXES,8,2024-05-03 03:31:48,8.08,15895,United Kingdom,64.64,2024,5,May 2024,3,Friday,18,2024-05-03
537282,20728,LUNCH BAG CARS BLUE,8,2025-05-30 08:28:00,1.72,16558,Belgium,13.76,2025,5,May 2025,30,Friday,22,2025-05-30
542701,22633,HAND WARMER UNION JACK,3,2025-09-17 16:28:19,1.99,14786,United Kingdom,5.97,2025,9,Sep 2025,17,Wednesday,38,2025-09-17
543029,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2025-04-12 21:43:23,0.5,12604,United Kingdom,7.0,2025,4,Apr 2025,12,Saturday,15,2025-04-12
540154,22423,REGENCY CAKESTAND 3 TIER,11,2024-02-17 22:30:02,12.57,12604,USA,138.27,2024,2,Feb 2024,17,Saturday,7,2024-02-17
539205,22193,RED DINER WALL CLOCK,19,2024-04-08 07:31:50,9.29,15336,EIRE,176.51,2024,4,Apr 2024,8,Monday,15,2024-04-08
538325,22150,3 STRIPEY MICE FELTCRAFT,16,2025-04-23 18:41:09,3.91,14214,United Kingdom,62.56,2025,4,Apr 2025,23,Wednesday,17,2025-04-23
539479,22960,JAM MAKING SET WITH JARS,8,2024-10-18 04:34:31,4.65,15144,Finland,37.2,2024,10,Oct 2024,18,Friday,42,2024-10-18
536889,22960,JAM MAKING SET WITH JARS,24,2024-09-14 04:45:20,3.92,13302,Germany,94.08,2024,9,Sep 2024,14,Saturday,37,2024-09-14
539986,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2025-02-08 20:24:08,1.61,17879,United Kingdom,1.61,2025,2,Feb 2025,8,Saturday,6,2025-02-08
540904,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2025-05-06 06:34:27,0.53,16605,France,0.53,2025,5,May 2025,6,Tuesday,19,2025-05-06
539212,20725,LUNCH BAG RED RETROSPOT,16,2024-03-19 07:23:51,1.71,16634,United Kingdom,27.36,2024,3,Mar 2024,19,Tuesday,12,2024-03-19
538719,20728,LUNCH BAG CARS BLUE,3,2025-07-25 15:34:35,1.73,13544,Germany,5.19,2025,7,Jul 2025,25,Friday,30,2025-07-25
541069,21034,REX CASH+CARRY JUMBO SHOPPER,2,2024-02-07 03:04:36,1.18,15702,United Kingdom,2.36,2024,2,Feb 2024,7,Wednesday,6,2024-02-07
537141,22193,RED DINER WALL CLOCK,8,2025-06-24 13:55:56,8.91,16922,Spain,71.28,2025,6,Jun 2025,24,Tuesday,26,2025-06-24
541012,22960,JAM MAKING SET WITH JARS,11,2024-04-09 17:47:46,4.23,14966,Germany,46.53,2024,4,Apr 2024,9,Tuesday,15,2024-04-09
543599,84029E,RED WOOLLY HOTTIE WHITE HEART,21,2024-01-05 02:36:43,3.74,17402,United Kingdom,78.54,2024,1,Jan 2024,5,Friday,1,2024-01-05
541323,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2024-04-23 20:25:41,1.86,14230,Sweden,20.46,2024,4,Apr 2024,23,Tuesday,17,2024-04-23
538006,22748,POPPY'S PLAYHOUSE KITCHEN,12,2025-11-25 05:55:22,2.11,18269,Switzerland,25.32,2025,11,Nov 2025,25,Tuesday,48,2025-11-25
536430,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2024-06-20 00:34:55,1.59,16724,Belgium,15.9,2024,6,Jun 2024,20,Thursday,25,2024-06-20
543685,21034,REX CASH+CARRY JUMBO SHOPPER,19,2024-02-07 04:17:54,1.17,15699,Norway,22.23,2024,2,Feb 2024,7,Wednesday,6,2024-02-07
538359,22699,ROSES REGENCY TEACUP AND SAUCER,10,2025-09-29 12:41:34,2.88,12857,Spain,28.8,2025,9,Sep 2025,29,Monday,40,2025-09-29
541209,22633,HAND WARMER UNION JACK,12,2025-08-23 02:26:45,1.98,17324,United Kingdom,23.76,2025,8,Aug 2025,23,Saturday,34,2025-08-23
539816,21034,REX CASH+CARRY JUMBO SHOPPER,8,2024-05-14 04:31:30,1.2,14509,United Kingdom,9.6,2024,5,May 2024,14,Tuesday,20,2024-05-14
539181,20727,LUNCH BAG BLACK SKULL,22,2025-08-14 12:47:55,1.76,15015,Belgium,38.72,2025,8,Aug 2025,14,Thursday,33,2025-08-14
543174,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2025-10-04 01:19:53,4.51,13195,United Kingdom,67.65,2025,10,Oct 2025,4,Saturday,40,2025-10-04
539048,84978,HANGING HEART JAR T-LIGHT HOLDER,4,2024-05-11 18:11:55,1.4,14036,Belgium,5.6,2024,5,May 2024,11,Saturday,19,2024-05-11
538447,22633,HAND WARMER UNION JACK,19,2025-11-14 01:08:36,1.89,14189,United Kingdom,35.91,2025,11,Nov 2025,14,Friday,46,2025-11-14
539681,22633,HAND WARMER UNION JACK,4,2025-03-13 11:45:47,1.67,13804,United Kingdom,6.68,2025,3,Mar 2025,13,Thursday,11,2025-03-13
540604,21931,JUMBO STORAGE BAG SUKI,10,2024-03-28 12:57:07,2.1,15510,United Kingdom,21.0,2024,3,Mar 2024,28,Thursday,13,2024-03-28
543265,22633,HAND WARMER UNION JACK,4,2024-01-26 14:09:43,1.91,15507,Germany,7.64,2024,1,Jan 2024,26,Friday,4,2024-01-26
541353,22633,HAND WARMER UNION JACK,6,2025-08-11 23:20:41,1.74,14305,United Kingdom,10.44,2025,8,Aug 2025,11,Monday,33,2025-08-11
540876,22748,POPPY'S PLAYHOUSE KITCHEN,8,2025-04-07 05:32:33,1.94,18269,Spain,15.52,2025,4,Apr 2025,7,Monday,15,2025-04-07
541024,85099B,JUMBO BAG RED RETROSPOT,8,2025-04-09 15:46:17,1.99,12950,Spain,15.92,2025,4,Apr 2025,9,Wednesday,15,2025-04-09
536622,22745,POPPY'S PLAYHOUSE BEDROOM,10,2025-01-03 07:07:15,2.3,14633,EIRE,23.0,2025,1,Jan 2025,3,Friday,1,2025-01-03
540543,22632,HAND WARMER RED POLKA DOT,19,2025-03-17 08:49:47,1.84,17245,Canada,34.96,2025,3,Mar 2025,17,Monday,12,2025-03-17
540001,22961,JAM MAKING SET PRINTED,22,2024-08-06 23:58:39,1.53,18269,France,33.66,2024,8,Aug 2024,6,Tuesday,32,2024-08-06
541398,47566,PARTY BUNTING,13,2025-03-30 04:58:02,5.23,12417,United Kingdom,67.99,2025,3,Mar 2025,30,Sunday,13,2025-03-30
537952,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2025-01-04 07:03:39,2.54,16407,United Kingdom,60.96,2025,1,Jan 2025,4,Saturday,1,2025-01-04
538896,85099B,JUMBO BAG RED RETROSPOT,18,2025-03-01 22:09:01,2.18,15724,EIRE,39.24,2025,3,Mar 2025,1,Saturday,9,2025-03-01
541173,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2024-05-02 21:22:22,2.76,14056,United Kingdom,30.36,2024,5,May 2024,2,Thursday,18,2024-05-02
541905,22748,POPPY'S PLAYHOUSE KITCHEN,1,2025-08-04 07:47:04,1.92,15580,France,1.92,2025,8,Aug 2025,4,Monday,32,2025-08-04
540985,22745,POPPY'S PLAYHOUSE BEDROOM,24,2024-06-16 05:35:26,2.28,12452,Japan,54.72,2024,6,Jun 2024,16,Sunday,24,2024-06-16
540841,22193,RED DINER WALL CLOCK,2,2024-02-06 03:45:22,8.3,18051,Italy,16.6,2024,2,Feb 2024,6,Tuesday,6,2024-02-06
542132,22193,RED DINER WALL CLOCK,11,2024-01-21 10:21:56,8.32,14133,USA,91.52,2024,1,Jan 2024,21,Sunday,3,2024-01-21
538821,22193,RED DINER WALL CLOCK,1,2024-05-05 04:18:55,9.3,15147,France,9.3,2024,5,May 2024,5,Sunday,18,2024-05-05
539559,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2025-09-10 01:58:18,4.09,13026,Germany,24.54,2025,9,Sep 2025,10,Wednesday,37,2025-09-10
537368,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,18,2024-09-19 00:49:09,3.8,15349,Germany,68.4,2024,9,Sep 2024,19,Thursday,38,2024-09-19
543173,22698,PINK REGENCY TEACUP AND SAUCER,7,2024-08-16 19:22:22,2.75,16288,United Kingdom,19.25,2024,8,Aug 2024,16,Friday,33,2024-08-16
541240,22150,3 STRIPEY MICE FELTCRAFT,11,2025-09-04 14:25:44,3.71,15252,Spain,40.81,2025,9,Sep 2025,4,Thursday,36,2025-09-04
541376,20728,LUNCH BAG CARS BLUE,9,2025-05-22 17:47:33,1.66,17003,Spain,14.94,2025,5,May 2025,22,Thursday,21,2025-05-22
540579,71053,WHITE METAL LANTERN,2,2024-11-16 10:20:03,3.5,13523,Finland,7.0,2024,11,Nov 2024,16,Saturday,46,2024-11-16
538789,22960,JAM MAKING SET WITH JARS,20,2024-01-02 13:14:43,4.22,16373,France,84.4,2024,1,Jan 2024,2,Tuesday,1,2024-01-02
537181,22383,LUNCH BAG SUKI DESIGN,8,2024-07-15 16:23:47,1.55,15248,United Kingdom,12.4,2024,7,Jul 2024,15,Monday,29,2024-07-15
538129,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2025-06-04 11:29:51,4.02,14760,United Kingdom,92.46,2025,6,Jun 2025,4,Wednesday,23,2025-06-04
538145,84978,HANGING HEART JAR T-LIGHT HOLDER,23,2024-06-11 08:01:33,1.5,14331,Japan,34.5,2024,6,Jun 2024,11,Tuesday,24,2024-06-11
538951,20725,LUNCH BAG RED RETROSPOT,11,2025-06-19 19:31:00,1.66,12686,United Kingdom,18.26,2025,6,Jun 2025,19,Thursday,25,2025-06-19
538594,23203,JUMBO BAG DOILEY PATTERNS,17,2024-09-28 06:18:00,2.06,17094,France,35.02,2024,9,Sep 2024,28,Saturday,39,2024-09-28
541805,22960,JAM MAKING SET WITH JARS,2,2024-11-17 07:52:59,4.65,12980,United Kingdom,9.3,2024,11,Nov 2024,17,Sunday,46,2024-11-17
537992,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2024-10-23 14:01:09,3.6,14600,Sweden,82.8,2024,10,Oct 2024,23,Wednesday,43,2024-10-23
540517,22632,HAND WARMER RED POLKA DOT,19,2025-08-02 15:13:04,1.8,13548,Belgium,34.2,2025,8,Aug 2025,2,Saturday,31,2025-08-02
539052,22193,RED DINER WALL CLOCK,8,2024-10-24 01:00:31,9.19,15371,Singapore,73.52,2024,10,Oct 2024,24,Thursday,43,2024-10-24
537079,22150,3 STRIPEY MICE FELTCRAFT,14,2025-10-27 18:52:11,3.89,12488,United Kingdom,54.46,2025,10,Oct 2025,27,Monday,44,2025-10-27
540523,84978,HANGING HEART JAR T-LIGHT HOLDER,11,2024-10-12 20:27:58,1.39,15637,Netherlands,15.29,2024,10,Oct 2024,12,Saturday,41,2024-10-12
540935,22745,POPPY'S PLAYHOUSE BEDROOM,22,2025-09-11 23:42:41,2.14,16944,Singapore,47.08,2025,9,Sep 2025,11,Thursday,37,2025-09-11
538503,22960,JAM MAKING SET WITH JARS,7,2024-10-20 11:27:20,4.36,13195,United Kingdom,30.52,2024,10,Oct 2024,20,Sunday,42,2024-10-20
539154,71053,WHITE METAL LANTERN,22,2024-11-15 10:29:01,3.14,16489,United Kingdom,69.08,2024,11,Nov 2024,15,Friday,46,2024-11-15
540991,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2024-12-04 06:56:42,2.58,12857,United Kingdom,54.18,2024,12,Dec 2024,4,Wednesday,49,2024-12-04
540296,23203,JUMBO BAG DOILEY PATTERNS,3,2025-04-07 17:36:28,2.24,13081,Norway,6.72,2025,4,Apr 2025,7,Monday,15,2025-04-07
540324,23355,HOT WATER BOTTLE KEEP CALM,13,2024-03-04 06:34:16,4.39,12477,United Kingdom,57.07,2024,3,Mar 2024,4,Monday,10,2024-03-04
538856,22748,POPPY'S PLAYHOUSE KITCHEN,3,2025-03-20 03:33:22,1.93,15637,United Kingdom,5.79,2025,3,Mar 2025,20,Thursday,12,2025-03-20
536822,22697,GREEN REGENCY TEACUP AND SAUCER,13,2025-02-04 15:10:08,2.71,17003,Germany,35.23,2025,2,Feb 2025,4,Tuesday,6,2025-02-04
540479,22699,ROSES REGENCY TEACUP AND SAUCER,23,2025-04-16 08:32:02,3.22,15173,United Kingdom,74.06,2025,4,Apr 2025,16,Wednesday,16,2025-04-16
540729,23355,HOT WATER BOTTLE KEEP CALM,11,2024-06-03 04:11:21,4.2,16995,United Kingdom,46.2,2024,6,Jun 2024,3,Monday,23,2024-06-03
539262,20727,LUNCH BAG BLACK SKULL,6,2024-09-01 10:09:10,1.71,14931,United Kingdom,10.26,2024,9,Sep 2024,1,Sunday,35,2024-09-01
542908,20728,LUNCH BAG CARS BLUE,6,2024-12-11 18:16:46,1.81,15927,Netherlands,10.86,2024,12,Dec 2024,11,Wednesday,50,2024-12-11
538480,23298,SPACEBOY LUNCH BOX,6,2025-04-17 04:04:34,2.02,14097,Spain,12.12,2025,4,Apr 2025,17,Thursday,16,2025-04-17
538403,22961,JAM MAKING SET PRINTED,19,2025-04-14 11:47:16,1.56,14281,Norway,29.64,2025,4,Apr 2025,14,Monday,16,2025-04-14
543508,22150,3 STRIPEY MICE FELTCRAFT,19,2025-05-10 15:47:02,3.7,14239,Belgium,70.3,2025,5,May 2025,10,Saturday,19,2025-05-10
542351,22752,SET 7 BABUSHKA NESTING BOXES,8,2025-01-01 10:00:18,7.96,14548,United Kingdom,63.68,2025,1,Jan 2025,1,Wednesday,1,2025-01-01
541926,22633,HAND WARMER UNION JACK,14,2024-11-25 01:25:34,1.93,13124,Japan,27.02,2024,11,Nov 2024,25,Monday,48,2024-11-25
541747,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-03-03 10:13:19,2.64,12529,Finland,36.96,2024,3,Mar 2024,3,Sunday,9,2024-03-03
542055,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2024-01-12 21:51:58,2.79,14495,United Kingdom,16.74,2024,1,Jan 2024,12,Friday,2,2024-01-12
538162,22632,HAND WARMER RED POLKA DOT,7,2025-05-27 03:33:08,1.95,15908,Denmark,13.65,2025,5,May 2025,27,Tuesday,22,2025-05-27
540508,84978,HANGING HEART JAR T-LIGHT HOLDER,10,2025-10-04 12:14:14,1.46,15170,United Kingdom,14.6,2025,10,Oct 2025,4,Saturday,40,2025-10-04
542688,84978,HANGING HEART JAR T-LIGHT HOLDER,23,2024-01-05 07:04:17,1.38,17683,EIRE,31.74,2024,1,Jan 2024,5,Friday,1,2024-01-05
538495,20725,LUNCH BAG RED RETROSPOT,9,2025-05-11 02:58:57,1.49,16390,Spain,13.41,2025,5,May 2025,11,Sunday,19,2025-05-11
538407,22698,PINK REGENCY TEACUP AND SAUCER,24,2024-12-26 18:23:31,3.03,15553,United Kingdom,72.72,2024,12,Dec 2024,26,Thursday,52,2024-12-26
543176,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2024-05-02 02:52:13,0.54,15079,Germany,0.54,2024,5,May 2024,2,Thursday,18,2024-05-02
